id,industry,location,funding_rounds,total_funding_inr,team_size,competitor_density,founder_experience_years,has_patent,success
13222,Gaming,Bihar - Banka,1,5612027.53188202,14,21,9,1,0
13223,SaaS,Madhya Pradesh - Jhabua,2,113173229.41089794,29,23,15,0,0
13224,Entertainment,Uttar Pradesh - Lakhimpur - Kheri,2,12621890.043716347,47,11,22,1,1
13225,Web3,Bihar - Sheohar,3,46173398.822400264,16,15,15,0,1
13226,Web3,Madhya Pradesh - Chhatarpur,3,157773484.9794026,30,13,16,1,1
13227,Retail,Arunachal Pradesh - Tirap,3,48810361.668828584,22,3,6,1,0
13228,AI/ML,Delhi (NCT) - Shahdara,1,16491255.457451707,45,3,10,0,0
13229,Automotive,Jharkhand - East Singhbhum,1,22550235.431162897,32,20,13,0,1
13230,Entertainment,Uttar Pradesh - Amroha (J.P. Nagar),4,135578243.67798096,24,11,11,0,0
13231,D2C Brands,Uttar Pradesh - Mathura,2,11179914.647104952,38,23,8,0,0
13232,Automotive,Jammu and Kashmir - Anantnag,1,60954680.31764497,4,21,6,0,0
13233,Fashion,Mizoram - Lawngtlai,5,315183904.0872716,51,5,13,0,1
13234,CleanEnergy,Assam - Karimganj,2,65011634.4592938,36,20,15,1,1
13235,AgriTech,West Bengal - Purulia,4,259437143.833125,15,24,9,0,0
13236,Gaming,Telangana - Nalgonda,3,79073616.79842205,3,19,4,1,0
13237,AI/ML,Gujarat - Amreli,4,315708036.4508968,51,12,18,1,1
13238,Gaming,Assam - Kokrajhar,2,69659836.01187791,14,18,6,1,0
13239,SaaS,Rajasthan - Dausa,3,165483719.6840682,3,4,21,0,1
13240,Entertainment,Nagaland - Wokha,4,116733800.32929006,13,8,23,0,1
13241,PropTech,Assam - Baksa,4,155249254.6043524,28,14,7,0,0
13242,CleanEnergy,Chhattisgarh - Jashpur,2,106762652.97516479,35,16,9,1,0
13243,Food & Beverage,Haryana - Palwal,1,31064377.221961297,41,20,21,0,1
13244,Logistics,Tamil Nadu - Tiruchirappalli,5,271222120.7045101,6,8,22,0,1
13245,Travel & Tourism,Rajasthan - Bundi,4,63804438.611609295,26,5,2,0,0
13246,CleanEnergy,Telangana - Nizamabad,5,206407206.73932612,12,9,13,0,0
13247,Gaming,Meghalaya - East Khasi Hills,2,50928869.676129356,14,2,19,0,0
13248,CleanEnergy,Rajasthan - Dausa,2,148004259.07579982,29,8,22,0,0
13249,Healthcare,Uttar Pradesh - Pilibhit,1,66852776.72318497,22,7,21,0,1
13250,E-commerce,Delhi (NCT) - New Delhi,3,124669401.54648477,50,18,2,0,1
13251,Entertainment,West Bengal - Burdwan (Bardhaman),5,195156273.99771747,57,21,14,1,0
13252,Automotive,Uttar Pradesh - Etah,4,270196761.0804422,49,22,9,0,1
13253,Healthcare,Uttar Pradesh - Aligarh,3,170351277.6510436,52,9,6,0,0
13254,Web3,Assam - Dhubri,5,281245225.9170621,27,11,18,0,0
13255,Retail,Jammu and Kashmir - Baramulla,5,230595445.69166756,28,12,9,0,0
13256,Fashion,Tamil Nadu - Tiruppur,3,209030892.9507974,27,8,13,0,0
13257,D2C Brands,Jharkhand - Ranchi,3,57637408.86075423,16,23,7,1,0
13258,PropTech,Rajasthan - Bikaner,1,69641458.77955306,51,17,22,0,1
13259,FinTech,Maharashtra - Gadchiroli,4,176222343.1102385,7,19,19,1,1
13260,Healthcare,Karnataka - Udupi,4,206398247.85998315,5,1,0,0,1
13261,Fashion,Odisha - Malkangiri,4,308726405.18205076,5,22,5,0,1
13262,Gaming,Bihar - Supaul,3,110513235.77522752,31,3,14,1,0
13263,DeepTech,Goa - South Goa,1,55102404.26438265,14,14,4,0,0
13264,PropTech,Bihar - Khagaria,2,88319504.87004508,10,18,13,0,1
13265,D2C Brands,Arunachal Pradesh - Lower Siang,1,74870436.78657162,43,2,8,0,0
13266,AgriTech,Gujarat - Porbandar,3,124720247.56653312,15,8,5,0,0
13267,DeepTech,Uttar Pradesh - Bareilly,1,24209896.311738446,29,17,0,1,1
13268,D2C Brands,Meghalaya - East Khasi Hills,3,123614939.70694895,41,9,18,1,1
13269,D2C Brands,Uttar Pradesh - Fatehpur,5,368784053.1812262,4,12,14,0,1
13270,D2C Brands,Madhya Pradesh - Morena,5,212767968.79639882,42,7,1,1,0
13271,Entertainment,Kerala - Palakkad,2,31921179.510594696,30,1,18,0,1
13272,Entertainment,Kerala - Kollam,5,228102832.56838647,34,21,16,1,0
13273,Fashion,Daman and Diu (UT) - Daman,2,68139892.17800876,16,21,10,0,0
13274,Entertainment,Assam - Kokrajhar,4,214932208.315072,48,14,17,0,1
13275,AgriTech,Assam - Lakhimpur,3,69304204.26835921,40,2,23,1,1
13276,E-commerce,Maharashtra - Buldhana,4,116687973.45134646,16,17,13,0,0
13277,Gaming,Telangana - Mancherial,4,174972548.4122642,8,7,18,0,1
13278,DeepTech,Madhya Pradesh - Jabalpur,2,27742210.136450596,46,15,8,0,1
13279,Entertainment,Odisha - Deogarh,3,62363728.91839607,13,9,10,0,0
13280,Food & Beverage,Madhya Pradesh - Satna,2,130201197.71105613,51,8,10,0,0
13281,PropTech,Chhattisgarh - Surajpur  ,1,75441460.47029349,40,7,3,0,0
13282,EdTech,Punjab - Jalandhar,4,310860571.430213,8,4,17,0,0
13283,DeepTech,Tamil Nadu - Madurai,3,225883872.99249148,48,10,11,1,1
13284,Web3,Chhattisgarh - Bastar,4,302605786.29593974,42,7,22,0,1
13285,Gaming,Telangana - Kamareddy,1,66581931.385546796,7,15,8,0,0
13286,AgriTech,Chhattisgarh - Mungeli,1,60171093.091716714,27,13,4,0,0
13287,PropTech,Kerala - Kannur,3,67163710.57835144,59,8,0,0,1
13288,CleanEnergy,Gujarat - Surendranagar,3,114389296.13018395,10,9,24,0,1
13289,Automotive,Haryana - Palwal,1,34847427.5169051,52,9,8,0,1
13290,D2C Brands,Bihar - Sitamarhi,4,239103050.68122885,25,5,6,0,0
13291,DeepTech,Tamil Nadu - Viluppuram,5,203269884.16091695,53,21,0,0,1
13292,Travel & Tourism,Haryana - Ambala,4,128052086.47128238,31,6,19,0,1
13293,AI/ML,Andhra Pradesh - Srikakulam,5,330278109.73566985,17,16,16,0,1
13294,Automotive,Manipur - Noney,2,122485958.23709016,49,16,2,1,0
13295,Gaming,West Bengal - Paschim Medinipur (West Medinipur),3,97983872.37584546,28,24,22,0,1
13296,CleanEnergy,Tamil Nadu - Tiruchirappalli,1,36449056.06464769,34,14,0,1,1
13297,SaaS,Uttar Pradesh - Sant Kabir Nagar,2,143978227.7296896,24,19,23,0,1
13298,Retail,Bihar - Vaishali,4,239803557.46684268,46,19,12,0,1
13299,AI/ML,Chhattisgarh - Mungeli,5,283743468.9349401,20,16,19,0,0
13300,EdTech,Tamil Nadu - Cuddalore,3,175133319.65891483,37,5,19,0,1
13301,DeepTech,Uttar Pradesh - Maharajganj,5,63363540.97378878,20,1,11,1,1
13302,FinTech,Karnataka - Chikballapur,4,189050454.0581623,23,5,16,0,0
13303,Fashion,Odisha - Kendrapara,4,107300326.4647945,43,9,20,0,1
13304,Automotive,Chhattisgarh - Janjgir-Champa,1,11362464.254798368,46,21,7,0,0
13305,Food & Beverage,Bihar - Nawada,2,119660059.93802512,34,7,23,1,1
13306,E-commerce,Tripura - Unakoti,3,83475458.91117634,46,10,22,0,1
13307,EdTech,Punjab - Barnala,1,28254377.828521676,11,24,22,0,1
13308,Retail,Bihar - Madhepura,5,264945788.3454759,48,15,23,1,1
13309,Gaming,Jammu and Kashmir - Reasi,2,109939476.59352824,33,21,23,0,0
13310,D2C Brands,Chhattisgarh - Korea (Koriya),3,121664549.37134665,16,12,14,0,1
13311,SaaS,Haryana - Sonipat,5,233675343.4916717,40,13,16,0,0
13312,Web3,Arunachal Pradesh - Changlang,3,205999634.51537248,59,18,1,1,1
13313,Travel & Tourism,Madhya Pradesh - Seoni,3,39093060.28077273,47,21,9,1,0
13314,Fashion,Odisha - Jharsuguda,2,19802572.89595291,9,10,23,1,1
13315,Retail,Tamil Nadu - Kanyakumari,5,271091823.31420386,52,24,0,0,0
13316,FinTech,Bihar - Purnia (Purnea),1,50285812.98722408,26,1,24,0,1
13317,Logistics,Rajasthan - Jaisalmer,1,18944256.882953774,19,4,24,0,1
13318,DeepTech,Manipur - Imphal West,1,44142410.03575656,16,17,12,0,1
13319,DeepTech,Bihar - Sheohar,3,182775267.80362356,59,21,11,0,1
13320,D2C Brands,Jharkhand - East Singhbhum,4,239511764.65457973,27,13,14,0,1
13321,EdTech,Assam - Morigaon,2,99358458.42982602,42,2,9,0,0
13322,Gaming,Madhya Pradesh - Seoni,1,14783553.521578357,45,15,1,0,0
13323,Automotive,Punjab - Gurdaspur,2,55601070.54320324,22,12,21,0,1
13324,E-commerce,Madhya Pradesh - Ashoknagar,3,106300991.9554211,23,2,14,0,0
13325,AI/ML,Arunachal Pradesh - Kra Daadi,2,128237938.31504565,47,7,19,1,1
13326,Retail,Madhya Pradesh - Seoni,1,45785708.39247447,35,4,9,0,1
13327,Logistics,Chhattisgarh - Gariyaband,1,59989996.14097062,38,14,22,0,1
13328,Entertainment,Daman and Diu (UT) - Diu,3,222789647.9812472,55,18,1,0,0
13329,Fashion,Kerala - Kannur,3,155382716.35740072,38,11,12,0,1
13330,FinTech,Rajasthan - Jhunjhunu,5,113930155.00713912,15,3,9,0,1
13331,CleanEnergy,Bihar - Sitamarhi,3,46405692.720131435,5,3,16,0,1
13332,Logistics,Maharashtra - Jalgaon,4,20162810.67455002,25,18,15,0,0
13333,Food & Beverage,Gujarat - Bharuch,4,72688496.23376152,3,23,14,0,0
13334,Logistics,Telangana - Nizamabad,1,25190861.24554269,2,1,24,0,1
13335,AgriTech,Telangana - Suryapet,3,75700373.77313587,3,13,11,0,0
13336,Healthcare,Bihar - West Champaran,4,220124580.271598,14,5,8,1,0
13337,Entertainment,Uttar Pradesh - Basti,4,65071783.064674705,28,4,11,0,0
13338,AI/ML,Rajasthan - Jodhpur,5,188296339.32662398,53,3,24,0,1
13339,Web3,Chhattisgarh - Raigarh,3,16104306.315166868,18,19,20,0,0
13340,DeepTech,Maharashtra - Wardha,5,122935586.75573906,58,13,11,0,0
13341,Food & Beverage,Tamil Nadu - Vellore,2,16158181.336222347,46,16,18,0,1
13342,EdTech,Rajasthan - Nagaur,5,291084892.4930078,18,19,21,0,0
13343,Retail,Tamil Nadu - Nilgiris,2,63145961.612633765,6,1,16,0,0
13344,Web3,Tamil Nadu - Kanchipuram,2,82014460.62967432,25,18,15,0,0
13345,SaaS,Chhattisgarh - Korea (Koriya),3,186326957.78497666,58,7,9,1,1
13346,Fashion,Madhya Pradesh - Sheopur,2,139438456.28066683,58,3,23,0,1
13347,D2C Brands,Assam - South Salmara-Mankachar,2,87501025.33834574,9,22,9,1,0
13348,FinTech,Uttarakhand - Tehri Garhwal,5,268664347.51958245,55,20,19,0,1
13349,D2C Brands,Bihar - Siwan,3,180596104.84561384,55,10,1,0,0
13350,Logistics,Tamil Nadu - Salem,3,79195626.79041141,45,21,19,1,1
13351,Food & Beverage,Karnataka - Hassan,2,116089171.66984046,10,8,0,0,0
13352,SaaS,Jammu and Kashmir - Kulgam,5,270129778.4175741,19,2,15,1,1
13353,Web3,Arunachal Pradesh - East Siang,5,191149152.07179663,17,10,9,0,0
13354,SaaS,Uttar Pradesh - Sitapur,5,152784733.23478386,52,21,14,0,1
13355,Manufacturing,Assam - South Salmara-Mankachar,5,390122271.2699782,33,18,23,1,1
13356,AgriTech,Gujarat - Botad,1,78973895.9056604,55,12,14,0,0
13357,AgriTech,Maharashtra - Osmanabad,2,114265957.5423338,41,14,5,0,0
13358,Travel & Tourism,Goa - South Goa,2,67624246.32309729,40,2,16,0,1
13359,Healthcare,Madhya Pradesh - Singrauli,2,122730338.95789725,57,17,12,0,0
13360,Retail,Uttar Pradesh - Mau,3,167828870.36767146,54,20,0,1,0
13361,CleanEnergy,Odisha - Kalahandi,3,137621759.47408628,42,12,17,0,1
13362,PropTech,Uttar Pradesh - Budaun,5,74438829.94242159,55,7,22,0,1
13363,FinTech,Maharashtra - Solapur,3,227985635.8437602,45,15,1,0,0
13364,Retail,Manipur - Chandel,4,89829948.53629737,47,2,2,0,1
13365,FinTech,Chhattisgarh - Surajpur  ,2,68988798.52259389,33,12,10,0,0
13366,AgriTech,Haryana - Palwal,2,61362482.22357036,43,17,24,0,0
13367,AI/ML,Uttar Pradesh - Chandauli,1,16531645.52667126,49,1,0,0,0
13368,DeepTech,Assam - Baksa,1,6838240.806825672,3,8,24,0,1
13369,E-commerce,Meghalaya - East Garo Hills,4,298940544.5760696,39,5,5,0,1
13370,Logistics,Maharashtra - Gadchiroli,1,60460424.34412395,44,8,15,0,0
13371,EdTech,Maharashtra - Solapur,5,32767709.46894316,5,22,14,0,0
13372,Web3,Jammu and Kashmir - Budgam,5,282912613.7717358,6,20,8,0,1
13373,Logistics,Uttar Pradesh - Sitapur,2,29455709.17320943,38,14,11,0,0
13374,Food & Beverage,Rajasthan - Dausa,5,296496686.9363253,50,6,9,0,0
13375,Entertainment,Telangana - Karimnagar,1,42888464.09906951,59,18,23,0,1
13376,EdTech,Madhya Pradesh - Khandwa,4,313356678.20724297,38,5,6,0,0
13377,EdTech,Manipur - Tamenglong,5,187133041.03901923,27,10,9,0,0
13378,Web3,Odisha - Cuttack,2,122342003.96351653,44,15,6,0,0
13379,DeepTech,Kerala - Kasaragod,2,16196521.894110817,10,3,5,0,0
13380,Travel & Tourism,Madhya Pradesh - Dewas,1,75166658.06279463,16,3,12,1,1
13381,Food & Beverage,West Bengal - Burdwan (Bardhaman),5,235922451.63833982,25,17,10,0,1
13382,D2C Brands,Uttar Pradesh - Mathura,1,28566357.686612695,25,14,23,0,0
13383,FinTech,Madhya Pradesh - Jabalpur,2,29033937.003502775,36,24,24,0,1
13384,PropTech,Kerala - Kollam,4,212245735.7310468,49,10,7,0,1
13385,Automotive,Uttar Pradesh - Maharajganj,5,304860021.56626505,42,19,24,0,1
13386,Travel & Tourism,Lakshadweep (UT) - Kavaratti,4,45600237.49348083,26,16,4,0,0
13387,DeepTech,Telangana - Karimnagar,5,86747605.66973431,27,17,2,1,1
13388,Retail,Assam - Kokrajhar,2,67814025.42147249,24,20,3,1,1
13389,FinTech,Uttar Pradesh - Shamali (Prabuddh Nagar),5,344409018.5375008,7,13,3,0,1
13390,Gaming,Rajasthan - Sikar,2,157439661.16174573,42,1,24,0,1
13391,EdTech,Bihar - West Champaran,3,182631133.56131577,28,1,8,1,0
13392,AI/ML,Gujarat - Porbandar,2,10836859.57077444,55,17,0,0,0
13393,DeepTech,Kerala - Ernakulam,2,145518632.02894738,20,18,14,0,1
13394,Manufacturing,Tamil Nadu - Kanyakumari,5,34957754.55384075,32,17,12,0,0
13395,AgriTech,Maharashtra - Chandrapur,4,289137997.4435713,39,12,4,0,1
13396,AI/ML,Odisha - Angul,2,71547552.02670878,44,6,17,0,1
13397,AgriTech,Nagaland - Peren,5,303178492.1896802,33,7,4,0,1
13398,Retail,Assam - Nalbari,2,23060152.60904886,3,17,10,0,0
13399,Logistics,Maharashtra - Parbhani,1,17369520.94475962,19,16,20,0,0
13400,SaaS,Maharashtra - Osmanabad,1,38807590.55363376,29,1,2,0,1
13401,D2C Brands,Himachal Pradesh - Mandi,1,7887927.300543614,8,11,3,0,0
13402,E-commerce,Uttar Pradesh - Jhansi,1,34231755.37628758,57,10,6,0,0
13403,Healthcare,Uttar Pradesh - Muzaffarnagar,4,245589817.4184576,24,1,3,1,1
13404,Travel & Tourism,Rajasthan - Sirohi,2,108206928.4058181,54,11,2,0,0
13405,AI/ML,Jharkhand - Chatra,1,31383302.482557073,37,24,9,0,0
13406,CleanEnergy,Punjab - Fatehgarh Sahib,5,28316617.20140028,25,3,19,0,1
13407,Automotive,West Bengal - South 24 Parganas,1,25225756.53618731,29,23,10,0,0
13408,AgriTech,Chhattisgarh - Kondagaon,3,189651516.96613264,26,16,17,0,1
13409,E-commerce,Jharkhand - Latehar,3,91619136.67004392,40,1,0,0,1
13410,AI/ML,Delhi (NCT) - North East  Delhi,4,133249060.93103303,50,7,20,0,1
13411,SaaS,Odisha - Balasore,3,31694622.404327877,5,11,8,0,1
13412,Manufacturing,Gujarat - Aravalli,5,250633972.86365148,46,17,24,0,1
13413,Web3,Lakshadweep (UT) - Amini,1,51642525.77803087,53,19,16,1,1
13414,Fashion,Tamil Nadu - Ramanathapuram,3,111941037.78869468,59,14,11,0,1
13415,Entertainment,Madhya Pradesh - Agar Malwa,3,186128448.40343073,20,23,0,0,0
13416,Logistics,Rajasthan - Nagaur,4,283059776.90661514,5,16,23,1,1
13417,Retail,Kerala - Kannur,3,183871219.6999031,58,17,22,1,1
13418,Logistics,Madhya Pradesh - Mandsaur,1,45823025.61545868,14,14,6,1,0
13419,Logistics,Telangana - Jogulamba Gadwal,2,150353581.66945326,2,9,13,0,0
13420,Fashion,Telangana - Rangareddy,1,33665325.18790728,35,21,8,0,0
13421,Web3,Karnataka - Koppal,3,162312986.42648858,8,13,11,0,1
13422,Travel & Tourism,Himachal Pradesh - Kangra,3,144429035.20120716,26,2,20,0,1
13423,D2C Brands,Tamil Nadu - Karur,3,204352768.37632775,24,20,7,0,0
13424,PropTech,Bihar - Saharsa,4,169877980.59135136,31,8,6,0,1
13425,Travel & Tourism,Odisha - Balasore,5,232557379.1762225,50,4,13,1,1
13426,D2C Brands,Maharashtra - Bhandara,1,39036007.5130951,8,5,1,1,1
13427,Gaming,Uttar Pradesh - Chitrakoot,3,46616553.33983284,55,15,1,0,0
13428,AgriTech,Bihar - Bhagalpur,2,142963980.99265957,46,2,19,0,1
13429,SaaS,Uttar Pradesh - Mau,4,278547322.12457216,18,21,16,0,1
13430,Gaming,Madhya Pradesh - Dindori,5,288421984.36441946,34,23,9,1,1
13431,Logistics,Maharashtra - Pune,3,93252998.51226227,3,9,20,0,1
13432,D2C Brands,West Bengal - Howrah,1,31631977.79797287,39,8,4,0,0
13433,FinTech,Chandigarh (UT) - Chandigarh,2,15400091.79820098,45,11,0,0,0
13434,Retail,Bihar - Sitamarhi,4,43294437.937242895,14,22,4,0,0
13435,D2C Brands,Madhya Pradesh - Shajapur,1,43534825.68175678,53,13,3,0,0
13436,Travel & Tourism,Madhya Pradesh - Damoh,1,8736184.278410785,53,7,11,0,0
13437,Manufacturing,Uttarakhand - Dehradun,4,49766058.32299383,33,19,13,0,1
13438,Manufacturing,Maharashtra - Ratnagiri,1,23840401.224462327,23,15,10,1,1
13439,PropTech,Assam - Baksa,2,66053786.70656042,10,12,20,0,1
13440,Travel & Tourism,Gujarat - Botad,2,83401994.62233177,18,13,3,1,1
13441,AI/ML,Karnataka - Dakshina Kannada,1,29339085.20086912,19,1,24,1,1
13442,CleanEnergy,Maharashtra - Sangli,3,226654075.59090662,41,21,8,0,1
13443,FinTech,Himachal Pradesh - Hamirpur,1,76317132.99403453,41,8,2,0,1
13444,Automotive,Telangana - Yadadri Bhuvanagiri,3,27609477.79755701,28,15,2,0,0
13445,DeepTech,Uttarakhand - Pauri Garhwal,1,78906140.00197,12,22,2,0,0
13446,D2C Brands,Kerala - Wayanad,5,89839229.61408064,55,14,6,0,1
13447,Fashion,Uttarakhand - Uttarkashi,2,59706232.80961368,55,8,0,0,0
13448,Retail,Rajasthan - Sri Ganganagar,1,67776163.70178391,29,24,12,0,1
13449,SaaS,Odisha - Jajpur,2,113157780.3899125,9,3,3,0,1
13450,Entertainment,Jharkhand - Koderma,4,37472721.89960415,51,12,24,0,1
13451,Automotive,Karnataka - Bengaluru (Bangalore) Urban,5,315476166.50497663,19,15,11,0,0
13452,Logistics,Himachal Pradesh - Kinnaur,3,164229620.49104255,14,22,7,0,1
13453,Automotive,Tamil Nadu - Tirunelveli,4,305148949.4921681,34,16,18,0,0
13454,Fashion,Sikkim - East Sikkim,5,366253345.8768925,16,7,23,0,1
13455,Manufacturing,Punjab - Sahibzada Ajit Singh Nagar (Mohali),4,312568259.8609903,23,18,5,0,0
13456,AI/ML,Rajasthan - Bundi,2,78232876.0879281,39,13,9,0,0
13457,Logistics,Telangana - Jayashankar Bhoopalpally,5,289940218.1759947,31,23,12,0,1
13458,DeepTech,Goa - North Goa,4,308571782.85900986,7,6,2,0,1
13459,AI/ML,Uttar Pradesh - Basti,3,15476881.361170141,46,2,8,0,1
13460,Web3,Bihar - Katihar,5,320849451.74800885,35,2,9,0,1
13461,Healthcare,Assam - Darrang,5,45233173.58786002,56,22,12,1,1
13462,Travel & Tourism,Gujarat - Bhavnagar,4,319674875.4501085,20,19,15,0,1
13463,SaaS,Uttar Pradesh - Kanpur Dehat,1,6041119.104256933,50,6,22,0,0
13464,PropTech,Odisha - Bargarh,3,139808226.14619678,34,10,7,0,0
13465,Manufacturing,Uttarakhand - Haridwar,3,132206289.46723527,15,17,10,1,0
13466,Gaming,Karnataka - Mysuru (Mysore),4,111420299.45725621,49,19,1,0,0
13467,Manufacturing,Haryana - Gurgaon,2,119852140.96450043,48,16,18,0,0
13468,SaaS,Uttarakhand - Champawat,2,48549662.526144676,42,18,22,0,1
13469,PropTech,Uttarakhand - Tehri Garhwal,1,26808911.32647131,20,19,1,0,0
13470,Healthcare,Odisha - Nuapada,1,18526947.734195694,41,2,5,0,0
13471,FinTech,Rajasthan - Alwar,4,234220086.40261894,16,3,15,1,1
13472,DeepTech,Chhattisgarh - Surguja,2,35505392.251784876,11,15,15,0,1
13473,Manufacturing,Karnataka - Chikkamagaluru (Chikmagalur),3,216976363.46115983,56,15,6,0,0
13474,Gaming,Uttarakhand - Pithoragarh,2,53175277.23716626,3,12,10,0,1
13475,E-commerce,Bihar - Bhagalpur,4,175586698.0048583,51,20,15,1,1
13476,EdTech,Mizoram - Mamit,2,81259625.69592535,53,13,5,1,0
13477,AI/ML,Kerala - Alappuzha,5,288382224.5804335,3,23,4,0,1
13478,Gaming,Uttar Pradesh - Firozabad,4,90211250.51765549,22,2,8,0,1
13479,AI/ML,Mizoram - Saiha,5,339489749.85805124,13,18,2,0,0
13480,AI/ML,Uttar Pradesh - Jhansi,4,241368570.1671724,11,15,20,0,1
13481,Healthcare,Uttar Pradesh - Hamirpur,3,92088174.43841673,13,18,20,0,1
13482,CleanEnergy,Assam - Nalbari,4,56086430.784940585,40,13,7,0,0
13483,Entertainment,Telangana - Sangareddy,4,171429496.0128626,3,6,7,1,0
13484,CleanEnergy,West Bengal - Birbhum,4,314157640.8159422,58,8,16,0,1
13485,E-commerce,Madhya Pradesh - Chhatarpur,4,27276322.87344082,2,16,5,0,0
13486,Gaming,Gujarat - Valsad,1,68364592.07344213,3,20,11,1,0
13487,FinTech,Mizoram - Lawngtlai,5,287411242.07456994,24,3,5,0,1
13488,FinTech,Rajasthan - Dungarpur,4,74954196.04460925,29,17,14,0,1
13489,Manufacturing,Uttar Pradesh - Balrampur,4,162926091.60851625,54,18,10,1,1
13490,AI/ML,Bihar - Katihar,1,52075967.30815985,18,12,9,0,0
13491,Food & Beverage,Arunachal Pradesh - Dibang Valley,2,114502639.28801447,53,7,1,0,0
13492,Manufacturing,Karnataka - Bengaluru (Bangalore) Rural,1,74102373.45069604,41,12,20,0,1
13493,Healthcare,Karnataka - Mandya,1,70480751.9528543,22,3,5,1,1
13494,AI/ML,Maharashtra - Satara,1,29632040.50396608,45,12,18,0,0
13495,PropTech,Uttar Pradesh - Unnao,4,56010483.31060147,35,15,16,0,0
13496,D2C Brands,Maharashtra - Latur,1,12819982.991758298,10,17,8,0,0
13497,FinTech,Telangana - Jogulamba Gadwal,1,77655759.71148647,18,12,1,0,0
13498,AI/ML,Madhya Pradesh - Anuppur,1,76686382.79545161,50,9,3,0,1
13499,Web3,Tripura - South Tripura,4,265853931.91364518,43,22,24,0,1
13500,Automotive,Haryana - Karnal,3,235604058.43780798,46,1,8,1,1
13501,Logistics,Jammu and Kashmir - Kulgam,3,76687824.9648581,33,16,7,0,1
13502,E-commerce,Odisha - Balangir,2,133834420.4791854,6,15,3,0,0
13503,AgriTech,Gujarat - Valsad,4,170668891.48714632,15,11,0,0,0
13504,Automotive,Madhya Pradesh - Chhatarpur,1,64941582.45117757,47,5,10,0,1
13505,E-commerce,Telangana - Yadadri Bhuvanagiri,1,50812214.88776949,48,7,10,0,1
13506,Manufacturing,Uttar Pradesh - Firozabad,1,68463861.14546143,26,3,6,0,1
13507,SaaS,Haryana - Sonipat,3,104402791.67958006,23,13,17,1,1
13508,Healthcare,Maharashtra - Washim,1,79185482.95820288,6,24,7,0,0
13509,Entertainment,Uttar Pradesh - Bijnor,1,21442318.138226863,55,13,14,0,0
13510,Logistics,Odisha - Nabarangpur,3,166337149.8942746,39,19,9,0,0
13511,SaaS,Uttar Pradesh - Bulandshahr,1,65193400.89936754,10,10,13,0,1
13512,Travel & Tourism,Gujarat - Surendranagar,2,97862995.68198717,32,7,1,0,0
13513,E-commerce,Uttar Pradesh - Sonbhadra,5,133860749.8123469,42,20,9,0,1
13514,Food & Beverage,Arunachal Pradesh - Kurung Kumey,2,94194865.61992258,22,21,18,1,1
13515,PropTech,Odisha - Jharsuguda,4,171412234.28365195,37,23,14,1,1
13516,Web3,Tripura - North Tripura,2,38518225.86406581,2,15,21,0,0
13517,AgriTech,Tamil Nadu - Cuddalore,2,124480496.88352746,23,18,19,1,0
13518,D2C Brands,Maharashtra - Yavatmal,3,75117305.32914276,24,20,1,0,0
13519,Automotive,Maharashtra - Pune,4,269633587.7164575,24,7,16,0,1
13520,E-commerce,Kerala - Kozhikode,2,42147959.57776538,16,3,2,0,0
13521,PropTech,Madhya Pradesh - Rajgarh,5,213368770.86177206,47,20,3,0,0
13522,D2C Brands,Haryana - Fatehabad,2,114282789.37061313,2,10,24,0,0
13523,D2C Brands,Madhya Pradesh - Narsinghpur,1,79687306.52647023,7,15,24,0,0
13524,D2C Brands,Uttarakhand - Rudraprayag,3,75972716.13697487,41,12,4,1,0
13525,Logistics,Manipur - Jiribam,1,52670759.52995513,36,16,11,0,0
13526,EdTech,Bihar - Banka,4,66007178.51525602,18,24,20,1,0
13527,CleanEnergy,Madhya Pradesh - Chhatarpur,4,265892034.00019515,24,19,22,1,1
13528,Web3,Himachal Pradesh - Mandi,3,208825237.9965435,21,12,23,0,1
13529,D2C Brands,Lakshadweep (UT) - Androth,2,143193537.36585218,29,21,18,0,1
